	PC 1	PC 2	PC 3
TMEM150A	0.01908	-0.00084	-0.01448
TMEM161B	-0.01183	0.00001	-0.00681
TMEM167A	-0.00204	-0.00435	0.0065
TMEM167B	0.01008	0.00141	-0.01483
TMEM168	0.01714	0.00458	-0.01902
TMEM170A	-0.0061	0.00022	-0.00632
TMEM176B	0.01737	-0.03719	-0.0175
TMEM179B	0.00819	-0.00149	0.00358
TMEM181	-0.00439	0.00683	-0.00106
TMEM184C	0.02074	0.00095	-0.01217
TMEM189	0.00967	0.00182	0.01571
TMEM192	-0.00296	-0.02137	-0.00126
TMEM194A	-0.00197	0.00897	0.00189
TMEM199	0.00921	0.01413	0.00174
TMEM205	0.00194	-0.00255	-0.00098
TMEM206	0.00237	-0.00169	0.01828
TMEM208	-0.00181	0.00047	-0.00003
TMEM209	0.00215	0.01379	-0.00982
TMEM212	-0.01967	-0.02618	-0.01443
TMEM219	-0.00463	-0.00221	0.01439
TMEM222	0.01577	0.0036	-0.00043
TMEM230	0.00359	-0.0072	0.00742
TMEM231	0.02333	0.00119	0.00952
TMEM237	-0.00699	0.02091	-0.003
TMEM241	-0.01225	-0.01112	-0.02133
TMEM242	0.00887	-0.00861	0.00694
TMEM245	0.00303	-0.00593	-0.01508
TMF1	-0.00982	0.00743	-0.02123
TMOD1	-0.00253	0.01073	-0.00086
TMOD2	-0.00792	-0.00873	-0.00324
TMOD3	-0.0121	0.00001	-0.02904
TMSB4X	0.00394	0.017	0.00652
TMSB10	0.0057	0.00257	-0.00832
TMTC3	0.00127	0.00451	-0.00118
TMTC4	-0.02328	-0.00111	0.00668
TMUB2	0.01142	0.01084	-0.007
TMX1	-0.00084	0.01622	0.00088
TMX2	0.00391	0.00625	-0.0014
TMX3	-0.01008	0.02421	-0.01328
TNC	0.04664	-0.00289	-0.00825
TNFAIP1	0.02717	-0.00001	0.0057
TNFAIP6	0.01774	0.00555	0.01679
TNFRSF10B	-0.00072	0.00285	-0.00563
TNFRSF19	-0.01854	0.02313	0.00541
TNFRSF21	-0.00189	-0.00201	0.0049
TNIK	-0.00661	-0.01382	-0.0025
TNKS	-0.0204	0.01871	-0.02141
TNPO1	-0.01371	-0.01112	-0.00816
TNPO2	-0.00633	-0.01263	-0.0042
TNPO3	0.01407	0.01057	-0.00133
TNR	-0.0265	-0.01186	0.03211
TNRC6A	-0.00281	-0.01344	-0.01182
TNRC6B	-0.00558	-0.01074	-0.01674
TNRC6C	-0.01758	-0.01393	-0.00258
TNS1	0.01835	-0.01337	0.00745
TOB1	0.00368	-0.0292	-0.00149
TOB2	-0.00439	-0.0372	-0.01421
TOM1	0.00322	-0.00628	-0.00282
TOMM5	-0.00975	-0.00577	0.01538
TOMM20	-0.01533	0.00209	-0.01157
TOMM22	-0.00606	0.00183	-0.00368
TOMM34	0.02238	0.00244	0.01661
TOP1	0.00315	0.001	-0.00303
TOP2A	-0.01071	0.03245	0.01567
TOP3A	-0.00522	0.0031	0.00314
TOPORS	0.00383	-0.00917	0.00345
TOR1A	-0.00378	0.02316	0.00469
TOR1AIP2	0.0083	0.00151	-0.01274
TOX4	0.00393	-0.00181	-0.00991
TP53	-0.00456	0.00248	0.00161
TP53BP1	-0.00697	0.006	-0.00902
TP53BP2	0.01169	-0.01064	0.02223
TPD52	0.02116	0.00101	0.002
TPD52L2	0.01556	-0.01513	-0.00017
TPI1	0.00732	0.00893	-0.00206
TPM3	0.0107	0.01011	-0.00693
TPM4	0.01642	-0.00434	-0.00299
TPMT	0.00323	0.00435	-0.00272
TPP1	0.03266	0.01398	-0.03736
TPP2	-0.02063	-0.00927	0.01182
TPR	-0.01291	0.00493	-0.00076
TPT1	-0.01569	-0.00194	0.00962
TPX2	0.00056	0.02051	0.01306
TRA2A	-0.00116	-0.01504	-0.0083
TRA2B	-0.00929	0.00626	0.00568
TRAF3IP2-AS1	-0.0087	-0.00944	-0.01723
TRAF5	0.00378	-0.0005	-0.01191
TRAF6	0.00412	0.00467	-0.00926
TRAFD1	0.02074	0.00309	-0.00271
TRAK2	-0.00254	0.00086	-0.00722
TRAM1	0.00121	-0.0057	-0.01016
TRAPPC1	0.00475	-0.00914	-0.00087
TRAPPC2	-0.00162	-0.00119	-0.00385
TRAPPC2L	0.00201	-0.00452	0.00302
TRAPPC6B	-0.001	0.00952	-0.01786
TRAPPC11	-0.00403	0.01572	0.00542
TREX1	-0.00246	0.0107	0.00668
TRIAP1	0.00421	0.02223	-0.00062
TRIB2	-0.03402	0.01605	0.01192
TRIM2	-0.00591	-0.01716	0.0008
TRIM5	0.00272	-0.01913	0.00256
TRIM6	0.01534	-0.00961	-0.00338
TRIM9	-0.01497	0.00583	0.00525
TRIM13	-0.01841	-0.00302	-0.00257
TRIM21	0.00569	-0.01394	-0.00899
TRIM22	0.03302	-0.00081	0.00551
TRIM23	-0.01253	0.00907	-0.01545
TRIM24	-0.02534	-0.00663	0.01543
TRIM32	0.00699	0.00357	-0.00327
TRIM33	-0.01983	-0.00873	-0.01176
TRIM36	0.02587	-0.03233	0.01565
TRIM37	-0.01438	0.00623	-0.0105
TRIM52	-0.00138	-0.01086	-0.0188
TRIM69	0.0108	0.00691	-0.01734
TRIO	-0.0099	-0.0082	-0.00416
TRIP4	0.00155	0.00116	0.00799
TRIP11	-0.01133	0.01263	-0.00305
TRIP12	-0.00911	-0.00118	0.00011
TRMT1	0.00325	0.012	0.00038
TRMT2B	-0.00525	-0.00043	-0.00283
TRMT5	-0.00107	-0.00602	-0.01303
TRMT11	0.00329	-0.00767	-0.01857
TRMT61B	0.00598	-0.01173	0.0016
TRMT112	-0.00492	-0.00133	-0.00137
TRNAU1AP	-0.00731	-0.01008	-0.01984
TRNT1	-0.00223	0.00155	-0.01298
TROVE2	0.00059	0.00387	-0.0082
TRPC4AP	-0.0026	-0.01517	0.00009
TRPM3	-0.00746	0.02601	-0.02433
TRPM7	-0.00972	-0.00249	-0.01513
TRPS1	-0.01168	-0.01792	-0.00118
TRPT1	0.01228	0.00946	-0.00324
TRRAP	-0.01381	-0.00478	-0.00495
TRUB2	0.01044	0.02169	-0.00726
TSC1	-0.00941	-0.01822	-0.01513
TSC22D1	-0.01839	-0.01846	0.03386
TSC22D3	-0.01998	0.00826	0.02567
TSEN2	-0.01636	-0.00043	0.00181
TSEN15	-0.00666	0.01443	0.00924
TSFM	-0.00189	0.00533	0.00088
TSG101	0.00538	0.00608	-0.00626
TSHZ2	-0.02334	-0.0049	-0.02636
TSIX	-0.01599	-0.02105	-0.0082
TSN	-0.01113	0.01336	0.00067
TSNAX	-0.00263	0.00048	-0.00783
TSPAN3	-0.01031	0.0173	0.01197
TSPAN6	0.01739	0.00559	0.02207
TSPAN7	-0.01733	0.02082	0.00845
TSPAN12	0.02698	0.00663	0.03573
TSPAN13	-0.00381	0.01019	0.00547
TSPAN31	0.00416	0.00646	-0.01735
TSPYL1	0.00488	-0.01451	-0.00597
TSPYL4	0.00095	-0.0151	-0.00117
TSR1	-0.00318	0.02834	-0.01231
TSR2	0.0065	0.0203	0.00237
TSSC1	0.01586	0.00077	0.01599
TSSC2	-0.01302	-0.02163	-0.01086
TSTD1	-0.02472	0.01997	-0.01986
TSTD2	0.00482	-0.00803	0.00517
TTC1	0.00032	-0.00292	0.00411
TTC3	-0.00147	0.00369	-0.0067
TTC4	0.00983	0.01623	0.00546
TTC5	0.01306	0.01148	-0.00064
TTC8	0.01828	0.00164	0.00709
TTC14	-0.005	-0.01707	-0.00838
TTC17	-0.00451	-0.00143	-0.00464
TTC19	-0.0056	-0.0049	-0.01315
TTC21A	0.00403	-0.00678	-0.00627
TTC21B	-0.01739	0.00181	-0.00624
TTC26	0.00704	-0.00552	-0.01208
TTC27	0.01999	0.00497	-0.00881
TTC31	0.00679	0.00044	-0.00307
TTC33	0.00059	0.00075	-0.00067
TTC35	0.00876	-0.00817	-0.00175
TTC37	0.00456	0.00416	0.00246
TTC39C	0.01393	-0.01658	0.00201
TTF1	-0.01883	-0.0067	-0.00333
TTI1	0.00125	0.00204	-0.00212
TTI2	0.00055	0.01228	-0.00626
TTLL4	0.00816	0.01156	-0.01468
TTLL5	-0.01285	0.00677	-0.00429
TTN	-0.02775	-0.02439	-0.0228
TTPAL	-0.00025	0.00044	0.00026
TUB	0.00394	-0.00999	0.01599
TUBA1B	0.00399	0.02103	0.02429
TUBA1C	0.0289	0.00354	-0.01364
TUBB2A	-0.00185	0.01114	0.00696
TUBB2B	-0.0018	-0.01	0.04374
TUBB3	0.01351	-0.00225	0.00586
TUBB4B	0.02268	0.01501	0.01374
TUBE1	-0.00293	-0.00178	-0.02725
TUBG1	0.01504	0.02977	0.02357
TUBG2	0.00661	-0.02122	0.00253
TUBGCP4	-0.01242	0.0121	-0.01
TUBGCP5	-0.00439	0.01703	-0.00308
TUG1	-0.0059	-0.0144	-0.00318
TULP3	0.00867	0.01724	-0.00446
TULP4	0.00255	-0.00164	-0.01763
TUT1	0.00617	0.00521	-0.03094
TWF1	0.00741	0.0119	-0.00231
TWF2	0.00438	0.01903	-0.00419
TWISTNB	0.0026	-0.00469	-0.00989
TWSG1	0.02323	0.00052	-0.01951
TXLNA	0.00361	0.00529	-0.00705
TXN	-0.00109	-0.00717	0.00125
TXN2	-0.01091	0.00975	0.00424
TXNDC9	0.00005	0.01434	0.00017
TXNDC15	-0.0007	0.01358	-0.0163
TXNDC17	-0.00525	-0.00088	0.00544
TXNIP	-0.01572	-0.00689	0.0127
TXNL1	-0.0017	-0.00509	0.00434
TXNL4A	-0.00269	0.00359	0.0056
TXNL4B	-0.01096	-0.00089	0.00288
TXNRD1	0.00246	-0.00763	-0.00504
TYW5	-0.01145	-0.01283	-0.01444
U2AF1	-0.00319	0.00662	-0.00152
U2SURP	-0.00832	-0.00246	0.0006
UACA	-0.02286	-0.01376	-0.01507
UAP1	0.0229	-0.00699	0.00198
UBA1	0.00108	0.01098	-0.01103
UBA2	-0.0122	0.01004	0.00155
UBA3	0.01433	0.00341	-0.00389
UBA6	-0.00422	-0.00559	-0.00418
UBA7	0.01678	-0.0001	-0.00802
UBA52	-0.00524	0.00153	0.00563
UBAC2	0.00044	0.01232	0.01096
UBAP1	0.01448	0.00402	0.00851
UBAP2	0.00177	-0.01357	0.00839
UBAP2L	0.00123	0.00351	-0.00015
UBB	-0.00375	0.00677	0.02605
UBC	0.00606	-0.00375	-0.01003
UBE2A	0.00992	0.00492	0.00582
UBE2B	-0.00746	-0.00549	-0.012
UBE2D2	-0.00177	-0.00473	0.00046
UBE2D3	-0.00227	0.004	0.00146
UBE2D4	0.00281	-0.00719	0.00398
UBE2E3	-0.00588	-0.01004	0.03394
UBE2G1	0.00226	-0.00341	0.00361
UBE2G2	-0.00032	0.01435	0.00811
UBE2H	0.0013	0.00047	-0.01365
UBE2I	-0.01581	0.00443	-0.0048
UBE2K	-0.00085	0.00553	-0.00561
UBE2L6	0.02535	-0.00132	0.00161
UBE2N	-0.00119	0.00534	0.00797
UBE2R2	-0.00236	-0.00824	0.02383
UBE2V2	-0.00626	0.00396	0.0037
UBE3A	-0.02333	-0.00752	-0.02132
UBE3B	0.01277	0.00931	-0.01385
UBE3C	-0.01242	-0.0095	0.00041
UBE3D	-0.01741	-0.00627	-0.00829
UBE4A	0.00336	0.00505	-0.01019
UBE4B	-0.01572	0.00218	-0.00957
UBFD1	0.0028	-0.00364	0.00643
UBIAD1	-0.00674	0.00024	-0.00761
UBL4A	0.01038	0.02706	0.02614
UBL5	-0.00235	-0.00194	0.01087
UBL7	0.00571	0.02758	0.00275
UBLCP1	0.00357	0.01243	0.00595
UBN2	-0.01718	-0.01177	-0.01177
UBR1	-0.0214	0.00446	-0.0188
UBR2	-0.00108	-0.00473	-0.00825
UBR3	-0.01396	-0.01052	-0.00524
UBR4	-0.00734	-0.01294	-0.00332
UBR5	-0.00998	-0.01178	-0.00309
UBR7	0.004	0.0307	0.00351
UBXN1	-0.00843	-0.00751	0.00717
UBXN2B	-0.00635	-0.00427	-0.00316
UBXN4	0.00212	0.00566	-0.00426
UBXN7	-0.00828	-0.00083	-0.00919
UBXN8	0.00242	0.00755	-0.011
UBXN11	0.01019	0.00035	-0.00917
UCHL1	-0.00306	0.00502	0.00265
UCHL5	-0.01414	-0.00255	-0.01491
UCKL1	-0.00202	-0.00386	0.00741
UCP2	0.01164	0.01487	0.02743
UFC1	-0.0067	-0.00169	0.00701
UFD1L	-0.00161	0.01145	0.00583
UFL1	0.00098	-0.00706	-0.02014
UFM1	-0.00874	-0.01022	-0.00471
UFSP2	0.00899	0.01244	-0.01372
UGDH	-0.00444	-0.00626	-0.00871
UGGT1	-0.0042	-0.00204	-0.00427
UGGT2	-0.01733	0.00918	0.01192
UGP2	0.00649	0.00387	-0.00416
UGT8	-0.01816	-0.01596	-0.00684
UHMK1	-0.00313	-0.00537	-0.02097
UHRF1	-0.03997	0.01251	0.02434
UHRF1BP1L	0.00717	-0.00175	-0.01216
UIMC1	-0.01331	0.00538	-0.0056
ULBP3	-0.01037	-0.01167	-0.00917
UMPS	0.00434	0.02614	0.01304
UNC13B	0.02622	0.00926	-0.01249
UNC45A	-0.00191	0.00584	-0.00781
UNC50	-0.0073	0.01059	0.00037
UNC80	-0.01597	-0.00759	-0.00067
UNG	0.00112	0.00498	0.02042
UPF3A	-0.0128	0.00515	0.00407
UPK3BL	-0.01135	0.00123	-0.02993
UPP1	0.03222	0.00574	-0.01766
UPRT	0.01958	-0.002	-0.00383
UQCC	-0.0074	-0.00055	0.00268
UQCR10	0.00211	0.00197	0.00823
UQCR11	0.00025	0.00075	0.00954
UQCRB	-0.00655	-0.005	0.00293
UQCRC1	-0.0029	0.01447	0.00608
UQCRC2	-0.00374	0.01189	-0.00146
UQCRFS1	-0.00475	0.01426	0.02036
UQCRH	-0.00826	-0.00151	0.01094
UQCRQ	0.00092	-0.00014	0.01641
UROD	0.02057	0.00227	0.0018
USE1	-0.00207	0.00106	0.00304
USO1	0.00149	-0.004	-0.01984
USP1	-0.01595	0.0204	0.01011
USP4	0.00495	0.02337	0.00371
USP5	0.01925	0.00956	0.00317
USP7	-0.02391	-0.00677	-0.00293
USP8	-0.01473	0.00102	-0.00177
USP9X	-0.01443	-0.00476	0.00279
USP9Y	-0.00856	-0.02821	0.01003
USP10	0.00273	0.00726	0.00891
USP11	-0.00251	0.02171	-0.00448
USP14	-0.01057	-0.00827	-0.00291
USP15	-0.00597	-0.00588	-0.0018
USP16	-0.00862	-0.01035	-0.00103
USP22	-0.00628	-0.00291	0.0129
USP24	-0.01577	-0.0247	-0.00274
USP30	0.00606	0.0075	-0.01399
USP32	-0.00282	-0.01044	0.00855
USP33	0.00089	0.00613	-0.00449
USP34	-0.00927	-0.00473	-0.00696
USP36	-0.00817	-0.01259	-0.02047
USP37	-0.01375	0.00483	-0.01163
USP38	-0.00613	-0.0017	-0.00805
USP40	0.00715	-0.00327	-0.00364
USP46	-0.00677	0.01424	-0.00377
USP47	-0.00707	0.00186	-0.00079
USP54	-0.01162	-0.00046	0.01565
USPL1	-0.02211	-0.0025	-0.01946
UTP6	-0.0085	0.00603	0.00178
UTP11L	-0.00422	-0.00264	-0.00544
UTP14C	-0.01678	0.00457	0.01285
UTP15	-0.00258	0.01211	-0.00338
UTP20	-0.00849	0.00023	-0.01296
UTP23	-0.01453	-0.00908	-0.01666
UTRN	0.01525	-0.02222	0.00647
UXS1	0.01267	0.02141	-0.00305
UXT	-0.00674	0.00428	-0.00756
VAMP3	0.03216	0.00893	-0.00749
VAMP5	0.03527	0.00627	-0.0165
VAMP7	0.0196	0.01583	0.00215
VAPA	0.00258	-0.00449	-0.00049
VAPB	-0.00763	-0.00562	-0.00389
VBP1	-0.00467	0.00119	0.0127
VCAM1	0.05796	-0.02666	0.01932
VCAN	0.00364	-0.03822	0.0511
VCL	0.03966	-0.01132	0.00191
VCPIP1	-0.00187	-0.01047	-0.02042
VDAC1	0.0004	0.01029	0.00591
VDAC2	-0.00936	0.00743	-0.00294
VDAC3	0.00036	0.01407	0.009
VEGFA	-0.02749	-0.0445	-0.05298
VEZF1	-0.02169	-0.00872	0.01561
VEZT	0.00028	-0.00638	0.00283
VHL	-0.01092	-0.0109	-0.00181
VIM	0.00921	-0.01191	-0.01215
VKORC1	-0.00236	-0.00618	-0.009
VKORC1L1	-0.01714	-0.0033	-0.01646
VMA21	-0.00063	0.01133	0.0021
VMP1	0.01424	-0.00088	-0.01008
VOPP1	0.00126	-0.01108	-0.01833
VPRBP	-0.0001	-0.00526	-0.00764
VPS4B	0.00062	0.00118	-0.00284
VPS8	-0.00533	0.0005	-0.00948
VPS11	0.01558	0.00432	-0.006
VPS13A	-0.01519	-0.01965	-0.01162
VPS13B	0.00097	0.00164	-0.00021
VPS13C	-0.01364	-0.00519	-0.02092
VPS13D	-0.00775	-0.01337	-0.00987
VPS16	0.01784	0.00319	0.0061
VPS25	0.01875	0.02177	0.01707
VPS26A	0.01356	0.0079	-0.00661
VPS28	-0.0034	-0.00522	-0.00028
VPS29	-0.00323	0.00758	0.00747
VPS33A	0.00001	0.0029	-0.00887
VPS33B	-0.00443	0.00275	-0.0185
VPS35	0.01214	0.00203	-0.00336
VPS36	-0.02297	0.00051	0.00435
VPS37A	0.00014	-0.00598	-0.0115
VPS39	0.00836	0.00794	-0.00275
VPS41	0.01239	-0.00148	0.01011
VPS45	0.00537	0.00872	0.00174
VPS53	-0.0005	-0.01456	-0.00282
VPS54	-0.0142	-0.01762	-0.01465
VRK3	-0.00011	-0.0022	-0.00546
VSIG10	-0.00633	0.0075	-0.00625
VTA1	0.00671	-0.00354	0.02501
VTI1A	-0.0046	-0.00162	-0.00719
VTI1B	-0.00322	0.00691	-0.00271
VWA5A	0.043	0.02619	-0.05468
WAC	-0.01171	-0.00009	-0.0113
WARS	0.03804	-0.01381	0.0017
WASF2	-0.00798	-0.01697	0.00032
WASL	-0.00614	-0.01307	-0.00116
WBP2	-0.00414	-0.02549	-0.01382
WBP5	0.00132	0.00406	-0.00433
WBP11	-0.00791	-0.00942	0.00557
WBSCR22	-0.00275	0.00989	0.01117
WDFY1	0.01032	0.01979	-0.00645
WDFY3	-0.01873	-0.01176	-0.00247
WDHD1	-0.00584	0.02184	0.01352
WDR1	0.01165	0.00156	-0.0115
WDR3	0.005	0.00593	-0.0112
WDR5B	-0.01378	0.00083	-0.00328
WDR6	0.01065	-0.00841	0.00213
WDR7	0.00855	0.00445	-0.00817
WDR11	0.0144	0.0111	-0.00471
WDR12	0.00602	0.0167	-0.00581
WDR13	0.00094	-0.02174	0.00644
WDR19	-0.00618	-0.01846	-0.0107
WDR20	0.00607	0.0039	0.00445
WDR25	0.01658	-0.00249	0.00941
WDR26	-0.02092	0.00266	-0.01591
WDR33	-0.00533	0.00555	-0.01371
WDR35	-0.00625	-0.00185	0.00115
WDR36	0.00583	0.00733	-0.01226
WDR41	0.00097	0.00058	0.02276
WDR43	-0.00233	0.00329	0.0013
WDR45	0.00641	-0.00347	0.00558
WDR45L	-0.00786	-0.00245	-0.00631
WDR48	0.00687	-0.00709	0.0058
WDR54	-0.0006	0.01642	0.01507
WDR55	0.00323	-0.01037	0.00003
WDR59	-0.00523	0.00138	-0.01144
WDR60	-0.01046	-0.00791	-0.01549
WDR61	-0.00928	0.01401	0.00494
WDR70	-0.00857	-0.0015	0.00404
WDR73	-0.007	0.01521	-0.00279
WDR74	-0.01371	0.00061	-0.01177
WDR75	0.00311	0.00171	-0.00084
WDR77	0.01502	0.00234	0.0123
WDR82	-0.0156	-0.00426	-0.01223
WDR83	0.01429	-0.00437	-0.00008
WDR83OS	-0.00211	0.00283	0.00987
WDR91	-0.0053	-0.01063	0.00367
WDR92	-0.00146	-0.00077	-0.0034
WEE1	-0.01099	-0.00255	-0.01784
WHSC1	-0.02316	-0.00468	0.00463
WHSC1L1	-0.01898	-0.01941	-0.00596
WIBG	-0.00442	0.01669	0.00799
WIPF2	-0.00025	-0.01015	-0.01098
WIPF3	-0.00581	-0.00968	0.02947
WLS	0.03	-0.00849	-0.00346
WNK1	-0.01236	-0.0079	-0.00442
WNK3	-0.01558	-0.01132	0.00539
WRAP53	0.00184	0.02555	-0.00318
WRB	0.00541	-0.01221	0.01159
WRN	-0.01248	-0.01895	-0.00564
WSB1	-0.00387	-0.00721	-0.00971
WSB2	-0.00814	-0.00576	-0.00178
WTAP	0.01229	-0.01943	-0.00599
WWTR1	0.00564	-0.00001	-0.02856
XAF1	-0.00937	-0.00347	-0.00292
XIAP	-0.00693	-0.00891	-0.00682
XKR9	-0.0167	-0.02942	-0.01189
XPC	-0.00298	-0.00431	-0.01232
XPNPEP1	0.00502	0.01853	0.01698
XPNPEP3	-0.0033	-0.0236	-0.0127
XPO1	-0.01554	0.00016	-0.00034
XPO5	-0.00231	0.00953	-0.02068
XPO7	0.00773	-0.00249	-0.00645
XPOT	0.00043	-0.00828	-0.01342
XPR1	-0.0093	-0.01097	0.00574
XRCC1	-0.00049	0.00686	0.00825
XRCC2	-0.01379	0.01126	0.00491
XRCC5	-0.00603	0.01876	0.00418
XRCC6	0.00022	0.0183	0.00024
XRN1	-0.01821	-0.00594	-0.01802
XRN2	-0.00833	-0.00006	0.00583
XRRA1	-0.00625	-0.01929	-0.0092
YAE1D1	-0.01011	-0.00659	-0.00862
YAF2	-0.01645	-0.00752	0.00339
YARS	-0.00187	0.00296	-0.00948
YBX1	-0.00832	-0.00673	0.00367
YES1	-0.00527	0.00721	-0.00798
YIF1A	-0.00064	-0.00446	-0.00446
YIF1B	0.00083	-0.00011	0.01622
YIPF1	0.01757	0.00999	0.00134
YIPF3	-0.00027	-0.00448	-0.01074
YIPF6	-0.00525	0.00526	-0.00489
YLPM1	-0.02398	-0.02036	0.00453
YME1L1	-0.00598	0.00625	-0.0167
YPEL5	0.01231	-0.01592	-0.00985
YTHDF2	-0.00807	0.01689	-0.00411
YWHAB	-0.00347	0.00479	0.01231
YWHAE	0.00477	0.00395	0.01082
YWHAQ	0.00182	0.00237	-0.0146
YWHAZ	0.00703	0.01293	-0.00286
YY1AP1	-0.00422	0.00142	-0.01209
ZBED5	-0.00602	-0.00319	-0.00279
ZBTB1	-0.0151	-0.00495	-0.00052
ZBTB8A	-0.01472	-0.01161	-0.00862
ZBTB11	-0.00004	-0.00871	-0.01324
ZBTB16	-0.02724	-0.01895	0.00055
ZBTB20	-0.0093	0.00671	-0.01244
ZBTB33	-0.00289	0.01414	0.01183
ZBTB38	0.00827	0.00319	-0.02711
ZBTB40	-0.00506	-0.01363	-0.00567
ZBTB41	0.01338	-0.00558	-0.0154
ZBTB43	-0.01474	-0.01513	-0.00867
ZBTB44	-0.01416	-0.01924	-0.01352
ZC2HC1A	0.00531	-0.01629	0.00156
ZC3H7A	-0.01822	-0.00651	-0.01031
ZC3H11A	-0.01053	0.00054	-0.01521
ZC3H13	-0.02731	-0.00948	0.00205
ZC3H14	0.00169	0.01429	0.00994
ZC3H15	-0.00978	0.00721	0.01336
ZC3HAV1	-0.00581	-0.00197	-0.00295
ZC3HC1	0.01162	0.01045	0.01667
ZCCHC4	0.00162	-0.00021	0.00026
ZCCHC6	-0.00096	0.00404	-0.00409
ZCCHC7	-0.00285	-0.01517	0.01163
ZCCHC8	-0.01751	0.00397	-0.0146
ZCCHC10	-0.00723	0.0085	-0.00346
ZCCHC11	-0.00869	-0.00556	-0.00537
ZCCHC17	-0.01012	-0.00571	0.00903
ZCRB1	-0.0064	-0.00861	0.00912
ZDHHC4	0.01314	0.01339	-0.00205
ZDHHC5	0.00329	0.01721	0.00025
ZDHHC6	0.01033	0.00753	-0.00934
ZDHHC9	0.03298	-0.00933	-0.01641
ZDHHC15	0.0049	-0.00003	-0.00495
ZDHHC17	0.00175	-0.01222	0.00085
ZEB1	-0.01372	0.01577	0.02297
ZEB2	-0.01911	-0.00514	-0.00624
ZFAND1	0.0061	0.00635	-0.02075
ZFAND2A	-0.00862	-0.0251	-0.00758
ZFAND2B	0.00939	-0.00631	0.00086
ZFAND5	-0.00533	-0.02465	-0.00979
ZFAND6	-0.0073	-0.00087	0.00168
ZFC3H1	-0.01075	-0.01465	-0.01443
ZFHX3	-0.01605	-0.00303	-0.00606
ZFHX4	-0.01857	-0.01244	-0.00743
ZFP1	0.00051	0.01235	-0.00468
ZFP2	0.00041	-0.01424	-0.00863
ZFP3	-0.00042	0.00271	-0.02366
ZFP14	-0.01315	-0.01201	-0.00389
ZFP30	-0.01515	-0.007	0.00192
ZFP36L1	0.01795	-0.02445	-0.00412
ZFP36L2	0.00053	-0.03116	0.02646
ZFP62	-0.0022	0.01208	-0.00531
ZFP82	0.00624	0.01135	0.00545
ZFP106	-0.00379	0.00687	-0.00615
ZFR	-0.00027	0.01276	0.00736
ZFX	-0.00159	-0.00059	-0.0114
ZFYVE1	0.00286	0.01036	-0.01186
ZFYVE16	-0.00832	0.00223	-0.00385
ZFYVE20	0.00075	-0.00816	-0.00697
ZFYVE21	0.01875	0.00521	-0.00154
ZFYVE26	-0.00813	-0.0143	-0.01222
ZHX1	0.00522	-0.01118	0.00739
ZHX1-C8ORF76	0.00198	0.0067	0.00658
ZHX2	0.00922	-0.00488	-0.00444
ZHX3	-0.01329	-0.01068	0.01189
ZIK1	-0.00065	0.00485	0.00536
ZIM2	-0.01364	-0.00995	0.0067
ZKSCAN1	-0.00088	0.0083	-0.00969
ZKSCAN3	-0.01122	-0.0173	-0.00609
ZKSCAN5	0.00009	0.00404	-0.01007
ZMAT1	0.00409	-0.01713	-0.0187
ZMAT2	-0.00079	-0.01268	-0.00332
ZMAT3	-0.01288	0.00021	0.00387
ZMAT5	-0.00552	-0.00849	0.01089
ZMIZ1	-0.0098	-0.02397	-0.00538
ZMYM1	-0.01131	0.00201	-0.00018
ZMYM2	-0.02167	-0.0011	-0.00622
ZMYM4	-0.02422	-0.00123	-0.00191
ZMYM5	-0.00898	0.00709	-0.00283
ZMYM6	-0.00401	-0.00214	-0.00027
ZMYND8	-0.01584	-0.00886	-0.01162
ZMYND11	0.00565	0.0081	0.00253
ZNF2	-0.01688	0.00506	-0.00669
ZNF7	-0.01335	-0.00863	-0.00446
ZNF8	-0.00639	-0.00943	0.00703
ZNF10	0.0042	-0.00312	-0.01507
ZNF12	-0.00365	-0.00693	-0.02596
ZNF14	-0.00284	0.00093	-0.01291
ZNF18	0.01132	0.00625	-0.01014
ZNF20	0.00032	0.00562	-0.00234
ZNF22	-0.01129	0.00059	0.01112
ZNF23	0.00237	-0.00103	0.00695
ZNF24	-0.00111	0.00504	-0.00237
ZNF25	0.00477	0.00183	-0.00366
ZNF28	0.02136	-0.01624	0.01619
ZNF30	-0.00161	-0.00393	0.00168
ZNF33A	-0.0034	-0.0029	-0.00396
ZNF34	0.00138	0.01451	0.00249
ZNF37A	-0.00809	-0.01498	-0.0101
ZNF37BP	-0.01205	-0.01278	-0.00445
ZNF41	0.00295	0.00628	0.00141
ZNF44	-0.00556	-0.00707	-0.01574
ZNF45	0.00415	0.0088	-0.00809
ZNF75A	0.00699	-0.0022	0.00253
ZNF76	0.00116	-0.00508	-0.01193
ZNF83	0.00461	-0.01149	-0.01193
ZNF84	-0.01763	0.00364	0.00473
ZNF91	-0.0056	0.0108	-0.00848
ZNF92	-0.00737	0.01442	0.01172
ZNF93	-0.00139	-0.00335	0.00208
ZNF100	-0.01454	0.01025	-0.00077
ZNF107	-0.01167	0.01044	0.01128
ZNF117	-0.02583	0.00519	-0.00521
ZNF121	-0.00525	-0.00334	-0.01265
ZNF131	-0.02095	-0.00854	0.00062
ZNF133	0.0033	-0.00552	0.01223
ZNF136	0.00309	0.00619	0.00966
ZNF140	0.00878	-0.00029	0.00898
ZNF141	-0.0177	-0.00328	-0.02224
ZNF143	0.00012	0.00536	-0.00794
